corridor,window,year,month,mean_excess_banned_side_US_ONLY_NOT_A_RESULT,n_nations_banned,n_nations_banned_with_data,mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT,n_nations_not_banned,n_nations_not_banned_with_data,mean_excess_voluntary_avoidance_side_US_ONLY_NOT_A_RESULT,n_nations_voluntary_avoidance,n_nations_voluntary_avoidance_with_data,mean_excess_unclassified_side_US_ONLY_NOT_A_RESULT,n_nations_unclassified,n_nations_unclassified_with_data,diff_banned_minus_not_banned,status,definition
useurope_placebo,full_2019_2024,2023,12,,13,0,,4,0,,1,0,,12,0,,NOT A RESULT -- COMPLETENESS RECORD ONLY,"diff_banned_minus_not_banned = mean_excess_banned_side_US_ONLY_NOT_A_RESULT minus mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT. Each mean_excess_*_side_US_ONLY_NOT_A_RESULT column pools nations within that ban_nations_2022.csv status on this corridor x month, weighted by each nation's SUMMED departures_airborne_eligible across its matched cells with a valid excess_min_w that month (departures_airborne_eligible_excess_sum in raw_wedge_by_corridor.csv) -- the same weight the cell-level departures-weighted mean (excess_min_w_wtd) already used one level down, so the two-level pooling is weighted consistently top to bottom; NOT by nation/cell counts. The not_banned side is nations CN/IN/AE/QA/TR/RS/IL/ET/etc -- all non-US, and airborne_min_mean is non-null for 0 of 114993 non-US corridor cells in this dataset (structural non-reporting, verified above), so mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT is NaN in EVERY row and diff_banned_minus_not_banned is therefore NaN BY CONSTRUCTION in every row, regardless of month or corridor. mean_excess_banned_side_US_ONLY_NOT_A_RESULT can be non-NaN because 'banned' pools US with EU/UK/CH/NO carriers and only the US side ever has data (enforced at runtime: the script refuses to write this file if any mean_excess_* column is non-null while its n_nations_*_with_data exceeds 1) -- that column is NOT a treatment-effect estimate on its own; it is shown, with its header naming exactly what it is, so the empty side of the subtraction is visible rather than silently missing. NEVER PLOT THIS CSV. NO SIGN MAY BE READ FROM IT. ban_nations_2022.csv is agent-drafted (Claude, 2026-09-01) from public reporting and its own README says FOR HUMAN REVIEW before headline use (PROJECT.md requires event dictionaries to be human-curated) -- NOT human-reviewed as of this run. voluntary_avoidance is its own line per that README, never pooled with banned/not_banned."
useurope_placebo,full_2019_2024,2024,1,0.16248351230433106,13,1,,4,0,,1,0,,12,0,,NOT A RESULT -- COMPLETENESS RECORD ONLY,"diff_banned_minus_not_banned = mean_excess_banned_side_US_ONLY_NOT_A_RESULT minus mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT. Each mean_excess_*_side_US_ONLY_NOT_A_RESULT column pools nations within that ban_nations_2022.csv status on this corridor x month, weighted by each nation's SUMMED departures_airborne_eligible across its matched cells with a valid excess_min_w that month (departures_airborne_eligible_excess_sum in raw_wedge_by_corridor.csv) -- the same weight the cell-level departures-weighted mean (excess_min_w_wtd) already used one level down, so the two-level pooling is weighted consistently top to bottom; NOT by nation/cell counts. The not_banned side is nations CN/IN/AE/QA/TR/RS/IL/ET/etc -- all non-US, and airborne_min_mean is non-null for 0 of 114993 non-US corridor cells in this dataset (structural non-reporting, verified above), so mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT is NaN in EVERY row and diff_banned_minus_not_banned is therefore NaN BY CONSTRUCTION in every row, regardless of month or corridor. mean_excess_banned_side_US_ONLY_NOT_A_RESULT can be non-NaN because 'banned' pools US with EU/UK/CH/NO carriers and only the US side ever has data (enforced at runtime: the script refuses to write this file if any mean_excess_* column is non-null while its n_nations_*_with_data exceeds 1) -- that column is NOT a treatment-effect estimate on its own; it is shown, with its header naming exactly what it is, so the empty side of the subtraction is visible rather than silently missing. NEVER PLOT THIS CSV. NO SIGN MAY BE READ FROM IT. ban_nations_2022.csv is agent-drafted (Claude, 2026-09-01) from public reporting and its own README says FOR HUMAN REVIEW before headline use (PROJECT.md requires event dictionaries to be human-curated) -- NOT human-reviewed as of this run. voluntary_avoidance is its own line per that README, never pooled with banned/not_banned."
useurope_placebo,full_2019_2024,2024,2,0.7447959790175974,13,1,,4,0,,1,0,,12,0,,NOT A RESULT -- COMPLETENESS RECORD ONLY,"diff_banned_minus_not_banned = mean_excess_banned_side_US_ONLY_NOT_A_RESULT minus mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT. Each mean_excess_*_side_US_ONLY_NOT_A_RESULT column pools nations within that ban_nations_2022.csv status on this corridor x month, weighted by each nation's SUMMED departures_airborne_eligible across its matched cells with a valid excess_min_w that month (departures_airborne_eligible_excess_sum in raw_wedge_by_corridor.csv) -- the same weight the cell-level departures-weighted mean (excess_min_w_wtd) already used one level down, so the two-level pooling is weighted consistently top to bottom; NOT by nation/cell counts. The not_banned side is nations CN/IN/AE/QA/TR/RS/IL/ET/etc -- all non-US, and airborne_min_mean is non-null for 0 of 114993 non-US corridor cells in this dataset (structural non-reporting, verified above), so mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT is NaN in EVERY row and diff_banned_minus_not_banned is therefore NaN BY CONSTRUCTION in every row, regardless of month or corridor. mean_excess_banned_side_US_ONLY_NOT_A_RESULT can be non-NaN because 'banned' pools US with EU/UK/CH/NO carriers and only the US side ever has data (enforced at runtime: the script refuses to write this file if any mean_excess_* column is non-null while its n_nations_*_with_data exceeds 1) -- that column is NOT a treatment-effect estimate on its own; it is shown, with its header naming exactly what it is, so the empty side of the subtraction is visible rather than silently missing. NEVER PLOT THIS CSV. NO SIGN MAY BE READ FROM IT. ban_nations_2022.csv is agent-drafted (Claude, 2026-09-01) from public reporting and its own README says FOR HUMAN REVIEW before headline use (PROJECT.md requires event dictionaries to be human-curated) -- NOT human-reviewed as of this run. voluntary_avoidance is its own line per that README, never pooled with banned/not_banned."
useurope_placebo,full_2019_2024,2024,3,3.9208469406814817,13,1,,4,0,,1,0,,12,0,,NOT A RESULT -- COMPLETENESS RECORD ONLY,"diff_banned_minus_not_banned = mean_excess_banned_side_US_ONLY_NOT_A_RESULT minus mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT. Each mean_excess_*_side_US_ONLY_NOT_A_RESULT column pools nations within that ban_nations_2022.csv status on this corridor x month, weighted by each nation's SUMMED departures_airborne_eligible across its matched cells with a valid excess_min_w that month (departures_airborne_eligible_excess_sum in raw_wedge_by_corridor.csv) -- the same weight the cell-level departures-weighted mean (excess_min_w_wtd) already used one level down, so the two-level pooling is weighted consistently top to bottom; NOT by nation/cell counts. The not_banned side is nations CN/IN/AE/QA/TR/RS/IL/ET/etc -- all non-US, and airborne_min_mean is non-null for 0 of 114993 non-US corridor cells in this dataset (structural non-reporting, verified above), so mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT is NaN in EVERY row and diff_banned_minus_not_banned is therefore NaN BY CONSTRUCTION in every row, regardless of month or corridor. mean_excess_banned_side_US_ONLY_NOT_A_RESULT can be non-NaN because 'banned' pools US with EU/UK/CH/NO carriers and only the US side ever has data (enforced at runtime: the script refuses to write this file if any mean_excess_* column is non-null while its n_nations_*_with_data exceeds 1) -- that column is NOT a treatment-effect estimate on its own; it is shown, with its header naming exactly what it is, so the empty side of the subtraction is visible rather than silently missing. NEVER PLOT THIS CSV. NO SIGN MAY BE READ FROM IT. ban_nations_2022.csv is agent-drafted (Claude, 2026-09-01) from public reporting and its own README says FOR HUMAN REVIEW before headline use (PROJECT.md requires event dictionaries to be human-curated) -- NOT human-reviewed as of this run. voluntary_avoidance is its own line per that README, never pooled with banned/not_banned."
useurope_placebo,full_2019_2024,2024,4,4.104281949303149,13,1,,4,0,,1,0,,12,0,,NOT A RESULT -- COMPLETENESS RECORD ONLY,"diff_banned_minus_not_banned = mean_excess_banned_side_US_ONLY_NOT_A_RESULT minus mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT. Each mean_excess_*_side_US_ONLY_NOT_A_RESULT column pools nations within that ban_nations_2022.csv status on this corridor x month, weighted by each nation's SUMMED departures_airborne_eligible across its matched cells with a valid excess_min_w that month (departures_airborne_eligible_excess_sum in raw_wedge_by_corridor.csv) -- the same weight the cell-level departures-weighted mean (excess_min_w_wtd) already used one level down, so the two-level pooling is weighted consistently top to bottom; NOT by nation/cell counts. The not_banned side is nations CN/IN/AE/QA/TR/RS/IL/ET/etc -- all non-US, and airborne_min_mean is non-null for 0 of 114993 non-US corridor cells in this dataset (structural non-reporting, verified above), so mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT is NaN in EVERY row and diff_banned_minus_not_banned is therefore NaN BY CONSTRUCTION in every row, regardless of month or corridor. mean_excess_banned_side_US_ONLY_NOT_A_RESULT can be non-NaN because 'banned' pools US with EU/UK/CH/NO carriers and only the US side ever has data (enforced at runtime: the script refuses to write this file if any mean_excess_* column is non-null while its n_nations_*_with_data exceeds 1) -- that column is NOT a treatment-effect estimate on its own; it is shown, with its header naming exactly what it is, so the empty side of the subtraction is visible rather than silently missing. NEVER PLOT THIS CSV. NO SIGN MAY BE READ FROM IT. ban_nations_2022.csv is agent-drafted (Claude, 2026-09-01) from public reporting and its own README says FOR HUMAN REVIEW before headline use (PROJECT.md requires event dictionaries to be human-curated) -- NOT human-reviewed as of this run. voluntary_avoidance is its own line per that README, never pooled with banned/not_banned."
useurope_placebo,full_2019_2024,2024,5,2.5283626424904027,13,1,,4,0,,1,0,,12,0,,NOT A RESULT -- COMPLETENESS RECORD ONLY,"diff_banned_minus_not_banned = mean_excess_banned_side_US_ONLY_NOT_A_RESULT minus mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT. Each mean_excess_*_side_US_ONLY_NOT_A_RESULT column pools nations within that ban_nations_2022.csv status on this corridor x month, weighted by each nation's SUMMED departures_airborne_eligible across its matched cells with a valid excess_min_w that month (departures_airborne_eligible_excess_sum in raw_wedge_by_corridor.csv) -- the same weight the cell-level departures-weighted mean (excess_min_w_wtd) already used one level down, so the two-level pooling is weighted consistently top to bottom; NOT by nation/cell counts. The not_banned side is nations CN/IN/AE/QA/TR/RS/IL/ET/etc -- all non-US, and airborne_min_mean is non-null for 0 of 114993 non-US corridor cells in this dataset (structural non-reporting, verified above), so mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT is NaN in EVERY row and diff_banned_minus_not_banned is therefore NaN BY CONSTRUCTION in every row, regardless of month or corridor. mean_excess_banned_side_US_ONLY_NOT_A_RESULT can be non-NaN because 'banned' pools US with EU/UK/CH/NO carriers and only the US side ever has data (enforced at runtime: the script refuses to write this file if any mean_excess_* column is non-null while its n_nations_*_with_data exceeds 1) -- that column is NOT a treatment-effect estimate on its own; it is shown, with its header naming exactly what it is, so the empty side of the subtraction is visible rather than silently missing. NEVER PLOT THIS CSV. NO SIGN MAY BE READ FROM IT. ban_nations_2022.csv is agent-drafted (Claude, 2026-09-01) from public reporting and its own README says FOR HUMAN REVIEW before headline use (PROJECT.md requires event dictionaries to be human-curated) -- NOT human-reviewed as of this run. voluntary_avoidance is its own line per that README, never pooled with banned/not_banned."
useurope_placebo,full_2019_2024,2024,6,2.100690394704528,13,1,,4,0,,1,0,,12,0,,NOT A RESULT -- COMPLETENESS RECORD ONLY,"diff_banned_minus_not_banned = mean_excess_banned_side_US_ONLY_NOT_A_RESULT minus mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT. Each mean_excess_*_side_US_ONLY_NOT_A_RESULT column pools nations within that ban_nations_2022.csv status on this corridor x month, weighted by each nation's SUMMED departures_airborne_eligible across its matched cells with a valid excess_min_w that month (departures_airborne_eligible_excess_sum in raw_wedge_by_corridor.csv) -- the same weight the cell-level departures-weighted mean (excess_min_w_wtd) already used one level down, so the two-level pooling is weighted consistently top to bottom; NOT by nation/cell counts. The not_banned side is nations CN/IN/AE/QA/TR/RS/IL/ET/etc -- all non-US, and airborne_min_mean is non-null for 0 of 114993 non-US corridor cells in this dataset (structural non-reporting, verified above), so mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT is NaN in EVERY row and diff_banned_minus_not_banned is therefore NaN BY CONSTRUCTION in every row, regardless of month or corridor. mean_excess_banned_side_US_ONLY_NOT_A_RESULT can be non-NaN because 'banned' pools US with EU/UK/CH/NO carriers and only the US side ever has data (enforced at runtime: the script refuses to write this file if any mean_excess_* column is non-null while its n_nations_*_with_data exceeds 1) -- that column is NOT a treatment-effect estimate on its own; it is shown, with its header naming exactly what it is, so the empty side of the subtraction is visible rather than silently missing. NEVER PLOT THIS CSV. NO SIGN MAY BE READ FROM IT. ban_nations_2022.csv is agent-drafted (Claude, 2026-09-01) from public reporting and its own README says FOR HUMAN REVIEW before headline use (PROJECT.md requires event dictionaries to be human-curated) -- NOT human-reviewed as of this run. voluntary_avoidance is its own line per that README, never pooled with banned/not_banned."
useurope_placebo,full_2019_2024,2024,7,1.044910547993289,13,1,,4,0,,1,0,,12,0,,NOT A RESULT -- COMPLETENESS RECORD ONLY,"diff_banned_minus_not_banned = mean_excess_banned_side_US_ONLY_NOT_A_RESULT minus mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT. Each mean_excess_*_side_US_ONLY_NOT_A_RESULT column pools nations within that ban_nations_2022.csv status on this corridor x month, weighted by each nation's SUMMED departures_airborne_eligible across its matched cells with a valid excess_min_w that month (departures_airborne_eligible_excess_sum in raw_wedge_by_corridor.csv) -- the same weight the cell-level departures-weighted mean (excess_min_w_wtd) already used one level down, so the two-level pooling is weighted consistently top to bottom; NOT by nation/cell counts. The not_banned side is nations CN/IN/AE/QA/TR/RS/IL/ET/etc -- all non-US, and airborne_min_mean is non-null for 0 of 114993 non-US corridor cells in this dataset (structural non-reporting, verified above), so mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT is NaN in EVERY row and diff_banned_minus_not_banned is therefore NaN BY CONSTRUCTION in every row, regardless of month or corridor. mean_excess_banned_side_US_ONLY_NOT_A_RESULT can be non-NaN because 'banned' pools US with EU/UK/CH/NO carriers and only the US side ever has data (enforced at runtime: the script refuses to write this file if any mean_excess_* column is non-null while its n_nations_*_with_data exceeds 1) -- that column is NOT a treatment-effect estimate on its own; it is shown, with its header naming exactly what it is, so the empty side of the subtraction is visible rather than silently missing. NEVER PLOT THIS CSV. NO SIGN MAY BE READ FROM IT. ban_nations_2022.csv is agent-drafted (Claude, 2026-09-01) from public reporting and its own README says FOR HUMAN REVIEW before headline use (PROJECT.md requires event dictionaries to be human-curated) -- NOT human-reviewed as of this run. voluntary_avoidance is its own line per that README, never pooled with banned/not_banned."
useurope_placebo,full_2019_2024,2024,8,-0.5118252776177373,13,1,,4,0,,1,0,,12,0,,NOT A RESULT -- COMPLETENESS RECORD ONLY,"diff_banned_minus_not_banned = mean_excess_banned_side_US_ONLY_NOT_A_RESULT minus mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT. Each mean_excess_*_side_US_ONLY_NOT_A_RESULT column pools nations within that ban_nations_2022.csv status on this corridor x month, weighted by each nation's SUMMED departures_airborne_eligible across its matched cells with a valid excess_min_w that month (departures_airborne_eligible_excess_sum in raw_wedge_by_corridor.csv) -- the same weight the cell-level departures-weighted mean (excess_min_w_wtd) already used one level down, so the two-level pooling is weighted consistently top to bottom; NOT by nation/cell counts. The not_banned side is nations CN/IN/AE/QA/TR/RS/IL/ET/etc -- all non-US, and airborne_min_mean is non-null for 0 of 114993 non-US corridor cells in this dataset (structural non-reporting, verified above), so mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT is NaN in EVERY row and diff_banned_minus_not_banned is therefore NaN BY CONSTRUCTION in every row, regardless of month or corridor. mean_excess_banned_side_US_ONLY_NOT_A_RESULT can be non-NaN because 'banned' pools US with EU/UK/CH/NO carriers and only the US side ever has data (enforced at runtime: the script refuses to write this file if any mean_excess_* column is non-null while its n_nations_*_with_data exceeds 1) -- that column is NOT a treatment-effect estimate on its own; it is shown, with its header naming exactly what it is, so the empty side of the subtraction is visible rather than silently missing. NEVER PLOT THIS CSV. NO SIGN MAY BE READ FROM IT. ban_nations_2022.csv is agent-drafted (Claude, 2026-09-01) from public reporting and its own README says FOR HUMAN REVIEW before headline use (PROJECT.md requires event dictionaries to be human-curated) -- NOT human-reviewed as of this run. voluntary_avoidance is its own line per that README, never pooled with banned/not_banned."
useurope_placebo,full_2019_2024,2024,9,3.866463677376175,13,1,,4,0,,1,0,,12,0,,NOT A RESULT -- COMPLETENESS RECORD ONLY,"diff_banned_minus_not_banned = mean_excess_banned_side_US_ONLY_NOT_A_RESULT minus mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT. Each mean_excess_*_side_US_ONLY_NOT_A_RESULT column pools nations within that ban_nations_2022.csv status on this corridor x month, weighted by each nation's SUMMED departures_airborne_eligible across its matched cells with a valid excess_min_w that month (departures_airborne_eligible_excess_sum in raw_wedge_by_corridor.csv) -- the same weight the cell-level departures-weighted mean (excess_min_w_wtd) already used one level down, so the two-level pooling is weighted consistently top to bottom; NOT by nation/cell counts. The not_banned side is nations CN/IN/AE/QA/TR/RS/IL/ET/etc -- all non-US, and airborne_min_mean is non-null for 0 of 114993 non-US corridor cells in this dataset (structural non-reporting, verified above), so mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT is NaN in EVERY row and diff_banned_minus_not_banned is therefore NaN BY CONSTRUCTION in every row, regardless of month or corridor. mean_excess_banned_side_US_ONLY_NOT_A_RESULT can be non-NaN because 'banned' pools US with EU/UK/CH/NO carriers and only the US side ever has data (enforced at runtime: the script refuses to write this file if any mean_excess_* column is non-null while its n_nations_*_with_data exceeds 1) -- that column is NOT a treatment-effect estimate on its own; it is shown, with its header naming exactly what it is, so the empty side of the subtraction is visible rather than silently missing. NEVER PLOT THIS CSV. NO SIGN MAY BE READ FROM IT. ban_nations_2022.csv is agent-drafted (Claude, 2026-09-01) from public reporting and its own README says FOR HUMAN REVIEW before headline use (PROJECT.md requires event dictionaries to be human-curated) -- NOT human-reviewed as of this run. voluntary_avoidance is its own line per that README, never pooled with banned/not_banned."
useurope_placebo,full_2019_2024,2024,10,0.8142913477442215,13,1,,4,0,,1,0,,12,0,,NOT A RESULT -- COMPLETENESS RECORD ONLY,"diff_banned_minus_not_banned = mean_excess_banned_side_US_ONLY_NOT_A_RESULT minus mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT. Each mean_excess_*_side_US_ONLY_NOT_A_RESULT column pools nations within that ban_nations_2022.csv status on this corridor x month, weighted by each nation's SUMMED departures_airborne_eligible across its matched cells with a valid excess_min_w that month (departures_airborne_eligible_excess_sum in raw_wedge_by_corridor.csv) -- the same weight the cell-level departures-weighted mean (excess_min_w_wtd) already used one level down, so the two-level pooling is weighted consistently top to bottom; NOT by nation/cell counts. The not_banned side is nations CN/IN/AE/QA/TR/RS/IL/ET/etc -- all non-US, and airborne_min_mean is non-null for 0 of 114993 non-US corridor cells in this dataset (structural non-reporting, verified above), so mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT is NaN in EVERY row and diff_banned_minus_not_banned is therefore NaN BY CONSTRUCTION in every row, regardless of month or corridor. mean_excess_banned_side_US_ONLY_NOT_A_RESULT can be non-NaN because 'banned' pools US with EU/UK/CH/NO carriers and only the US side ever has data (enforced at runtime: the script refuses to write this file if any mean_excess_* column is non-null while its n_nations_*_with_data exceeds 1) -- that column is NOT a treatment-effect estimate on its own; it is shown, with its header naming exactly what it is, so the empty side of the subtraction is visible rather than silently missing. NEVER PLOT THIS CSV. NO SIGN MAY BE READ FROM IT. ban_nations_2022.csv is agent-drafted (Claude, 2026-09-01) from public reporting and its own README says FOR HUMAN REVIEW before headline use (PROJECT.md requires event dictionaries to be human-curated) -- NOT human-reviewed as of this run. voluntary_avoidance is its own line per that README, never pooled with banned/not_banned."
useurope_placebo,full_2019_2024,2024,11,2.2410716438671536,13,1,,4,0,,1,0,,12,0,,NOT A RESULT -- COMPLETENESS RECORD ONLY,"diff_banned_minus_not_banned = mean_excess_banned_side_US_ONLY_NOT_A_RESULT minus mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT. Each mean_excess_*_side_US_ONLY_NOT_A_RESULT column pools nations within that ban_nations_2022.csv status on this corridor x month, weighted by each nation's SUMMED departures_airborne_eligible across its matched cells with a valid excess_min_w that month (departures_airborne_eligible_excess_sum in raw_wedge_by_corridor.csv) -- the same weight the cell-level departures-weighted mean (excess_min_w_wtd) already used one level down, so the two-level pooling is weighted consistently top to bottom; NOT by nation/cell counts. The not_banned side is nations CN/IN/AE/QA/TR/RS/IL/ET/etc -- all non-US, and airborne_min_mean is non-null for 0 of 114993 non-US corridor cells in this dataset (structural non-reporting, verified above), so mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT is NaN in EVERY row and diff_banned_minus_not_banned is therefore NaN BY CONSTRUCTION in every row, regardless of month or corridor. mean_excess_banned_side_US_ONLY_NOT_A_RESULT can be non-NaN because 'banned' pools US with EU/UK/CH/NO carriers and only the US side ever has data (enforced at runtime: the script refuses to write this file if any mean_excess_* column is non-null while its n_nations_*_with_data exceeds 1) -- that column is NOT a treatment-effect estimate on its own; it is shown, with its header naming exactly what it is, so the empty side of the subtraction is visible rather than silently missing. NEVER PLOT THIS CSV. NO SIGN MAY BE READ FROM IT. ban_nations_2022.csv is agent-drafted (Claude, 2026-09-01) from public reporting and its own README says FOR HUMAN REVIEW before headline use (PROJECT.md requires event dictionaries to be human-curated) -- NOT human-reviewed as of this run. voluntary_avoidance is its own line per that README, never pooled with banned/not_banned."
useurope_placebo,full_2019_2024,2024,12,5.017667580943706,13,1,,4,0,,1,0,,12,0,,NOT A RESULT -- COMPLETENESS RECORD ONLY,"diff_banned_minus_not_banned = mean_excess_banned_side_US_ONLY_NOT_A_RESULT minus mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT. Each mean_excess_*_side_US_ONLY_NOT_A_RESULT column pools nations within that ban_nations_2022.csv status on this corridor x month, weighted by each nation's SUMMED departures_airborne_eligible across its matched cells with a valid excess_min_w that month (departures_airborne_eligible_excess_sum in raw_wedge_by_corridor.csv) -- the same weight the cell-level departures-weighted mean (excess_min_w_wtd) already used one level down, so the two-level pooling is weighted consistently top to bottom; NOT by nation/cell counts. The not_banned side is nations CN/IN/AE/QA/TR/RS/IL/ET/etc -- all non-US, and airborne_min_mean is non-null for 0 of 114993 non-US corridor cells in this dataset (structural non-reporting, verified above), so mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT is NaN in EVERY row and diff_banned_minus_not_banned is therefore NaN BY CONSTRUCTION in every row, regardless of month or corridor. mean_excess_banned_side_US_ONLY_NOT_A_RESULT can be non-NaN because 'banned' pools US with EU/UK/CH/NO carriers and only the US side ever has data (enforced at runtime: the script refuses to write this file if any mean_excess_* column is non-null while its n_nations_*_with_data exceeds 1) -- that column is NOT a treatment-effect estimate on its own; it is shown, with its header naming exactly what it is, so the empty side of the subtraction is visible rather than silently missing. NEVER PLOT THIS CSV. NO SIGN MAY BE READ FROM IT. ban_nations_2022.csv is agent-drafted (Claude, 2026-09-01) from public reporting and its own README says FOR HUMAN REVIEW before headline use (PROJECT.md requires event dictionaries to be human-curated) -- NOT human-reviewed as of this run. voluntary_avoidance is its own line per that README, never pooled with banned/not_banned."
useurope_placebo,zoom_2021h2_2022,2021,6,-7.843388465933305,13,1,,4,0,,1,0,,12,0,,NOT A RESULT -- COMPLETENESS RECORD ONLY,"diff_banned_minus_not_banned = mean_excess_banned_side_US_ONLY_NOT_A_RESULT minus mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT. Each mean_excess_*_side_US_ONLY_NOT_A_RESULT column pools nations within that ban_nations_2022.csv status on this corridor x month, weighted by each nation's SUMMED departures_airborne_eligible across its matched cells with a valid excess_min_w that month (departures_airborne_eligible_excess_sum in raw_wedge_by_corridor.csv) -- the same weight the cell-level departures-weighted mean (excess_min_w_wtd) already used one level down, so the two-level pooling is weighted consistently top to bottom; NOT by nation/cell counts. The not_banned side is nations CN/IN/AE/QA/TR/RS/IL/ET/etc -- all non-US, and airborne_min_mean is non-null for 0 of 114993 non-US corridor cells in this dataset (structural non-reporting, verified above), so mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT is NaN in EVERY row and diff_banned_minus_not_banned is therefore NaN BY CONSTRUCTION in every row, regardless of month or corridor. mean_excess_banned_side_US_ONLY_NOT_A_RESULT can be non-NaN because 'banned' pools US with EU/UK/CH/NO carriers and only the US side ever has data (enforced at runtime: the script refuses to write this file if any mean_excess_* column is non-null while its n_nations_*_with_data exceeds 1) -- that column is NOT a treatment-effect estimate on its own; it is shown, with its header naming exactly what it is, so the empty side of the subtraction is visible rather than silently missing. NEVER PLOT THIS CSV. NO SIGN MAY BE READ FROM IT. ban_nations_2022.csv is agent-drafted (Claude, 2026-09-01) from public reporting and its own README says FOR HUMAN REVIEW before headline use (PROJECT.md requires event dictionaries to be human-curated) -- NOT human-reviewed as of this run. voluntary_avoidance is its own line per that README, never pooled with banned/not_banned."
useurope_placebo,zoom_2021h2_2022,2021,7,-7.063319898468294,13,1,,4,0,,1,0,,12,0,,NOT A RESULT -- COMPLETENESS RECORD ONLY,"diff_banned_minus_not_banned = mean_excess_banned_side_US_ONLY_NOT_A_RESULT minus mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT. Each mean_excess_*_side_US_ONLY_NOT_A_RESULT column pools nations within that ban_nations_2022.csv status on this corridor x month, weighted by each nation's SUMMED departures_airborne_eligible across its matched cells with a valid excess_min_w that month (departures_airborne_eligible_excess_sum in raw_wedge_by_corridor.csv) -- the same weight the cell-level departures-weighted mean (excess_min_w_wtd) already used one level down, so the two-level pooling is weighted consistently top to bottom; NOT by nation/cell counts. The not_banned side is nations CN/IN/AE/QA/TR/RS/IL/ET/etc -- all non-US, and airborne_min_mean is non-null for 0 of 114993 non-US corridor cells in this dataset (structural non-reporting, verified above), so mean_excess_not_banned_side_US_ONLY_NOT_A_RESULT is NaN in EVERY row and diff_banned_minus_not_banned is therefore NaN BY CONSTRUCTION in every row, regardless of month or corridor. mean_excess_banned_side_US_ONLY_NOT_A_RESULT can be non-NaN because 'banned' pools US with EU/UK/CH/NO carriers and only the US side ever has data (enforced at runtime: the script refuses to write this file if any mean_excess_* column is non-null while its n_nations_*_with_data exceeds 1) -- that column is NOT a treatment-effect estimate on its own; it is shown, with its header naming exactly what it is, so the empty side of the subtraction is visible rather than silently missing. NEVER PLOT THIS CSV. NO SIGN MAY BE READ FROM IT. ban_nations_2022.csv is agent-drafted (Claude, 2026-09-01) from public reporting and its own README says FOR HUMAN REVIEW before headline use (PROJECT.md requires event dictionaries to be human-curated) -- NOT human-reviewed as of this run. voluntary_avoidance is its own line per that README, never pooled with banned/not_banned."
