corridor,window,nation,year,month,covid_flag,in_excess_blackout,match_sensitive_nation,n_routes_active,n_routes_total,departures_performed_month_sum,n_cells_matched,n_cells_airborne_valid,airborne_min_mean_wtd,n_cells_excess_valid,excess_min_w_wtd,departures_airborne_eligible_excess_sum,n_cells_bidir_valid,bidir_sum_wtd,reason_missing,fix02_caveat,departures_scope_note,extensive_margin_seasonality_note,known_false_zero_note,sample
useastasia,full_2019_2024,CA,2021,2,True,False,False,0,15,0.0,0.0,0.0,,0.0,,0.0,0.0,,"no_departures: n=0, this operator nation flew no corridor route this month","FIX-02 EMBARGO: corridor-1 (useastasia) nation-level match rate at ICN is 0.6753 (precision-adjusted: 0.6572; Asiana's class-F departures absent from the matched population); TPE is 0.9562; every other NEW-06 anchor is >= 0.956. Not reportable as a headline result until FIX-02 unblocks (STATUS.md, FIX-02 BLOCKED-NEEDS-HUMAN).","departures_performed_month_sum / n_routes_* count MATCHED-CARRIER (FIX-02-mapped) departures/routes ONLY. Raw class-F passenger departures on this corridor 2019-2024 (t100_raw.parquet, all carriers): 436,176; matched: 407,670; unmatched: 28,506 (0.0654 share), largest unmatched carriers: OZ=22,793, LJ=3,648, JX=2,065. See coverage_matching_exclusions.csv / carrier_nation_unmatched.csv for the excluded population.","EXTENSIVE-MARGIN CAVEAT (extensive_margin_churn.csv): of 80,260 route-exit events across the full panel, 63,255 re-enter at some later month -- median (origin,dest,nation) triple is active only 5 of 432 months on file. n_routes_active / departures_performed_month_sum here are activity counts, NOT entry/exit events, and must not be read as an event-study outcome (per the round's own ruling on this margin).",,US-touching international segments
useastasia,full_2019_2024,CA,2021,3,True,False,False,1,15,1.0,1.0,0.0,,0.0,,0.0,0.0,,"foreign_structural_nonreporting: CARRIER_GROUP==0 carriers report AIR_TIME as a literal 0 in 0 of 1,133,545 segment-months 1990-2025 (coverage_by_carrier_group.csv); not observable for ANY non-US operator, not specific to this cell","FIX-02 EMBARGO: corridor-1 (useastasia) nation-level match rate at ICN is 0.6753 (precision-adjusted: 0.6572; Asiana's class-F departures absent from the matched population); TPE is 0.9562; every other NEW-06 anchor is >= 0.956. Not reportable as a headline result until FIX-02 unblocks (STATUS.md, FIX-02 BLOCKED-NEEDS-HUMAN).","departures_performed_month_sum / n_routes_* count MATCHED-CARRIER (FIX-02-mapped) departures/routes ONLY. Raw class-F passenger departures on this corridor 2019-2024 (t100_raw.parquet, all carriers): 436,176; matched: 407,670; unmatched: 28,506 (0.0654 share), largest unmatched carriers: OZ=22,793, LJ=3,648, JX=2,065. See coverage_matching_exclusions.csv / carrier_nation_unmatched.csv for the excluded population.","EXTENSIVE-MARGIN CAVEAT (extensive_margin_churn.csv): of 80,260 route-exit events across the full panel, 63,255 re-enter at some later month -- median (origin,dest,nation) triple is active only 5 of 432 months on file. n_routes_active / departures_performed_month_sum here are activity counts, NOT entry/exit events, and must not be read as an event-study outcome (per the round's own ruling on this margin).",,US-touching international segments
useastasia,full_2019_2024,CA,2021,4,True,False,False,0,15,0.0,0.0,0.0,,0.0,,0.0,0.0,,"no_departures: n=0, this operator nation flew no corridor route this month","FIX-02 EMBARGO: corridor-1 (useastasia) nation-level match rate at ICN is 0.6753 (precision-adjusted: 0.6572; Asiana's class-F departures absent from the matched population); TPE is 0.9562; every other NEW-06 anchor is >= 0.956. Not reportable as a headline result until FIX-02 unblocks (STATUS.md, FIX-02 BLOCKED-NEEDS-HUMAN).","departures_performed_month_sum / n_routes_* count MATCHED-CARRIER (FIX-02-mapped) departures/routes ONLY. Raw class-F passenger departures on this corridor 2019-2024 (t100_raw.parquet, all carriers): 436,176; matched: 407,670; unmatched: 28,506 (0.0654 share), largest unmatched carriers: OZ=22,793, LJ=3,648, JX=2,065. See coverage_matching_exclusions.csv / carrier_nation_unmatched.csv for the excluded population.","EXTENSIVE-MARGIN CAVEAT (extensive_margin_churn.csv): of 80,260 route-exit events across the full panel, 63,255 re-enter at some later month -- median (origin,dest,nation) triple is active only 5 of 432 months on file. n_routes_active / departures_performed_month_sum here are activity counts, NOT entry/exit events, and must not be read as an event-study outcome (per the round's own ruling on this margin).",,US-touching international segments
useastasia,full_2019_2024,CA,2021,5,True,False,False,0,15,0.0,0.0,0.0,,0.0,,0.0,0.0,,"no_departures: n=0, this operator nation flew no corridor route this month","FIX-02 EMBARGO: corridor-1 (useastasia) nation-level match rate at ICN is 0.6753 (precision-adjusted: 0.6572; Asiana's class-F departures absent from the matched population); TPE is 0.9562; every other NEW-06 anchor is >= 0.956. Not reportable as a headline result until FIX-02 unblocks (STATUS.md, FIX-02 BLOCKED-NEEDS-HUMAN).","departures_performed_month_sum / n_routes_* count MATCHED-CARRIER (FIX-02-mapped) departures/routes ONLY. Raw class-F passenger departures on this corridor 2019-2024 (t100_raw.parquet, all carriers): 436,176; matched: 407,670; unmatched: 28,506 (0.0654 share), largest unmatched carriers: OZ=22,793, LJ=3,648, JX=2,065. See coverage_matching_exclusions.csv / carrier_nation_unmatched.csv for the excluded population.","EXTENSIVE-MARGIN CAVEAT (extensive_margin_churn.csv): of 80,260 route-exit events across the full panel, 63,255 re-enter at some later month -- median (origin,dest,nation) triple is active only 5 of 432 months on file. n_routes_active / departures_performed_month_sum here are activity counts, NOT entry/exit events, and must not be read as an event-study outcome (per the round's own ruling on this margin).",,US-touching international segments
useastasia,full_2019_2024,CA,2021,6,True,False,False,0,15,0.0,0.0,0.0,,0.0,,0.0,0.0,,"no_departures: n=0, this operator nation flew no corridor route this month","FIX-02 EMBARGO: corridor-1 (useastasia) nation-level match rate at ICN is 0.6753 (precision-adjusted: 0.6572; Asiana's class-F departures absent from the matched population); TPE is 0.9562; every other NEW-06 anchor is >= 0.956. Not reportable as a headline result until FIX-02 unblocks (STATUS.md, FIX-02 BLOCKED-NEEDS-HUMAN).","departures_performed_month_sum / n_routes_* count MATCHED-CARRIER (FIX-02-mapped) departures/routes ONLY. Raw class-F passenger departures on this corridor 2019-2024 (t100_raw.parquet, all carriers): 436,176; matched: 407,670; unmatched: 28,506 (0.0654 share), largest unmatched carriers: OZ=22,793, LJ=3,648, JX=2,065. See coverage_matching_exclusions.csv / carrier_nation_unmatched.csv for the excluded population.","EXTENSIVE-MARGIN CAVEAT (extensive_margin_churn.csv): of 80,260 route-exit events across the full panel, 63,255 re-enter at some later month -- median (origin,dest,nation) triple is active only 5 of 432 months on file. n_routes_active / departures_performed_month_sum here are activity counts, NOT entry/exit events, and must not be read as an event-study outcome (per the round's own ruling on this margin).",,US-touching international segments
useastasia,full_2019_2024,CA,2021,7,True,False,False,0,15,0.0,0.0,0.0,,0.0,,0.0,0.0,,"no_departures: n=0, this operator nation flew no corridor route this month","FIX-02 EMBARGO: corridor-1 (useastasia) nation-level match rate at ICN is 0.6753 (precision-adjusted: 0.6572; Asiana's class-F departures absent from the matched population); TPE is 0.9562; every other NEW-06 anchor is >= 0.956. Not reportable as a headline result until FIX-02 unblocks (STATUS.md, FIX-02 BLOCKED-NEEDS-HUMAN).","departures_performed_month_sum / n_routes_* count MATCHED-CARRIER (FIX-02-mapped) departures/routes ONLY. Raw class-F passenger departures on this corridor 2019-2024 (t100_raw.parquet, all carriers): 436,176; matched: 407,670; unmatched: 28,506 (0.0654 share), largest unmatched carriers: OZ=22,793, LJ=3,648, JX=2,065. See coverage_matching_exclusions.csv / carrier_nation_unmatched.csv for the excluded population.","EXTENSIVE-MARGIN CAVEAT (extensive_margin_churn.csv): of 80,260 route-exit events across the full panel, 63,255 re-enter at some later month -- median (origin,dest,nation) triple is active only 5 of 432 months on file. n_routes_active / departures_performed_month_sum here are activity counts, NOT entry/exit events, and must not be read as an event-study outcome (per the round's own ruling on this margin).",,US-touching international segments
useastasia,full_2019_2024,CA,2021,8,True,False,False,0,15,0.0,0.0,0.0,,0.0,,0.0,0.0,,"no_departures: n=0, this operator nation flew no corridor route this month","FIX-02 EMBARGO: corridor-1 (useastasia) nation-level match rate at ICN is 0.6753 (precision-adjusted: 0.6572; Asiana's class-F departures absent from the matched population); TPE is 0.9562; every other NEW-06 anchor is >= 0.956. Not reportable as a headline result until FIX-02 unblocks (STATUS.md, FIX-02 BLOCKED-NEEDS-HUMAN).","departures_performed_month_sum / n_routes_* count MATCHED-CARRIER (FIX-02-mapped) departures/routes ONLY. Raw class-F passenger departures on this corridor 2019-2024 (t100_raw.parquet, all carriers): 436,176; matched: 407,670; unmatched: 28,506 (0.0654 share), largest unmatched carriers: OZ=22,793, LJ=3,648, JX=2,065. See coverage_matching_exclusions.csv / carrier_nation_unmatched.csv for the excluded population.","EXTENSIVE-MARGIN CAVEAT (extensive_margin_churn.csv): of 80,260 route-exit events across the full panel, 63,255 re-enter at some later month -- median (origin,dest,nation) triple is active only 5 of 432 months on file. n_routes_active / departures_performed_month_sum here are activity counts, NOT entry/exit events, and must not be read as an event-study outcome (per the round's own ruling on this margin).",,US-touching international segments
useastasia,full_2019_2024,CA,2021,9,True,False,False,0,15,0.0,0.0,0.0,,0.0,,0.0,0.0,,"no_departures: n=0, this operator nation flew no corridor route this month","FIX-02 EMBARGO: corridor-1 (useastasia) nation-level match rate at ICN is 0.6753 (precision-adjusted: 0.6572; Asiana's class-F departures absent from the matched population); TPE is 0.9562; every other NEW-06 anchor is >= 0.956. Not reportable as a headline result until FIX-02 unblocks (STATUS.md, FIX-02 BLOCKED-NEEDS-HUMAN).","departures_performed_month_sum / n_routes_* count MATCHED-CARRIER (FIX-02-mapped) departures/routes ONLY. Raw class-F passenger departures on this corridor 2019-2024 (t100_raw.parquet, all carriers): 436,176; matched: 407,670; unmatched: 28,506 (0.0654 share), largest unmatched carriers: OZ=22,793, LJ=3,648, JX=2,065. See coverage_matching_exclusions.csv / carrier_nation_unmatched.csv for the excluded population.","EXTENSIVE-MARGIN CAVEAT (extensive_margin_churn.csv): of 80,260 route-exit events across the full panel, 63,255 re-enter at some later month -- median (origin,dest,nation) triple is active only 5 of 432 months on file. n_routes_active / departures_performed_month_sum here are activity counts, NOT entry/exit events, and must not be read as an event-study outcome (per the round's own ruling on this margin).",,US-touching international segments
useastasia,full_2019_2024,CA,2021,10,True,False,False,0,15,0.0,0.0,0.0,,0.0,,0.0,0.0,,"no_departures: n=0, this operator nation flew no corridor route this month","FIX-02 EMBARGO: corridor-1 (useastasia) nation-level match rate at ICN is 0.6753 (precision-adjusted: 0.6572; Asiana's class-F departures absent from the matched population); TPE is 0.9562; every other NEW-06 anchor is >= 0.956. Not reportable as a headline result until FIX-02 unblocks (STATUS.md, FIX-02 BLOCKED-NEEDS-HUMAN).","departures_performed_month_sum / n_routes_* count MATCHED-CARRIER (FIX-02-mapped) departures/routes ONLY. Raw class-F passenger departures on this corridor 2019-2024 (t100_raw.parquet, all carriers): 436,176; matched: 407,670; unmatched: 28,506 (0.0654 share), largest unmatched carriers: OZ=22,793, LJ=3,648, JX=2,065. See coverage_matching_exclusions.csv / carrier_nation_unmatched.csv for the excluded population.","EXTENSIVE-MARGIN CAVEAT (extensive_margin_churn.csv): of 80,260 route-exit events across the full panel, 63,255 re-enter at some later month -- median (origin,dest,nation) triple is active only 5 of 432 months on file. n_routes_active / departures_performed_month_sum here are activity counts, NOT entry/exit events, and must not be read as an event-study outcome (per the round's own ruling on this margin).",,US-touching international segments
useastasia,full_2019_2024,CA,2021,11,True,False,False,0,15,0.0,0.0,0.0,,0.0,,0.0,0.0,,"no_departures: n=0, this operator nation flew no corridor route this month","FIX-02 EMBARGO: corridor-1 (useastasia) nation-level match rate at ICN is 0.6753 (precision-adjusted: 0.6572; Asiana's class-F departures absent from the matched population); TPE is 0.9562; every other NEW-06 anchor is >= 0.956. Not reportable as a headline result until FIX-02 unblocks (STATUS.md, FIX-02 BLOCKED-NEEDS-HUMAN).","departures_performed_month_sum / n_routes_* count MATCHED-CARRIER (FIX-02-mapped) departures/routes ONLY. Raw class-F passenger departures on this corridor 2019-2024 (t100_raw.parquet, all carriers): 436,176; matched: 407,670; unmatched: 28,506 (0.0654 share), largest unmatched carriers: OZ=22,793, LJ=3,648, JX=2,065. See coverage_matching_exclusions.csv / carrier_nation_unmatched.csv for the excluded population.","EXTENSIVE-MARGIN CAVEAT (extensive_margin_churn.csv): of 80,260 route-exit events across the full panel, 63,255 re-enter at some later month -- median (origin,dest,nation) triple is active only 5 of 432 months on file. n_routes_active / departures_performed_month_sum here are activity counts, NOT entry/exit events, and must not be read as an event-study outcome (per the round's own ruling on this margin).",,US-touching international segments
useastasia,full_2019_2024,CA,2021,12,True,False,False,0,15,0.0,0.0,0.0,,0.0,,0.0,0.0,,"no_departures: n=0, this operator nation flew no corridor route this month","FIX-02 EMBARGO: corridor-1 (useastasia) nation-level match rate at ICN is 0.6753 (precision-adjusted: 0.6572; Asiana's class-F departures absent from the matched population); TPE is 0.9562; every other NEW-06 anchor is >= 0.956. Not reportable as a headline result until FIX-02 unblocks (STATUS.md, FIX-02 BLOCKED-NEEDS-HUMAN).","departures_performed_month_sum / n_routes_* count MATCHED-CARRIER (FIX-02-mapped) departures/routes ONLY. Raw class-F passenger departures on this corridor 2019-2024 (t100_raw.parquet, all carriers): 436,176; matched: 407,670; unmatched: 28,506 (0.0654 share), largest unmatched carriers: OZ=22,793, LJ=3,648, JX=2,065. See coverage_matching_exclusions.csv / carrier_nation_unmatched.csv for the excluded population.","EXTENSIVE-MARGIN CAVEAT (extensive_margin_churn.csv): of 80,260 route-exit events across the full panel, 63,255 re-enter at some later month -- median (origin,dest,nation) triple is active only 5 of 432 months on file. n_routes_active / departures_performed_month_sum here are activity counts, NOT entry/exit events, and must not be read as an event-study outcome (per the round's own ruling on this margin).",,US-touching international segments
useastasia,full_2019_2024,CA,2022,1,False,False,False,0,15,0.0,0.0,0.0,,0.0,,0.0,0.0,,"no_departures: n=0, this operator nation flew no corridor route this month","FIX-02 EMBARGO: corridor-1 (useastasia) nation-level match rate at ICN is 0.6753 (precision-adjusted: 0.6572; Asiana's class-F departures absent from the matched population); TPE is 0.9562; every other NEW-06 anchor is >= 0.956. Not reportable as a headline result until FIX-02 unblocks (STATUS.md, FIX-02 BLOCKED-NEEDS-HUMAN).","departures_performed_month_sum / n_routes_* count MATCHED-CARRIER (FIX-02-mapped) departures/routes ONLY. Raw class-F passenger departures on this corridor 2019-2024 (t100_raw.parquet, all carriers): 436,176; matched: 407,670; unmatched: 28,506 (0.0654 share), largest unmatched carriers: OZ=22,793, LJ=3,648, JX=2,065. See coverage_matching_exclusions.csv / carrier_nation_unmatched.csv for the excluded population.","EXTENSIVE-MARGIN CAVEAT (extensive_margin_churn.csv): of 80,260 route-exit events across the full panel, 63,255 re-enter at some later month -- median (origin,dest,nation) triple is active only 5 of 432 months on file. n_routes_active / departures_performed_month_sum here are activity counts, NOT entry/exit events, and must not be read as an event-study outcome (per the round's own ruling on this margin).",,US-touching international segments
useastasia,full_2019_2024,CA,2022,2,False,False,False,0,15,0.0,0.0,0.0,,0.0,,0.0,0.0,,"no_departures: n=0, this operator nation flew no corridor route this month","FIX-02 EMBARGO: corridor-1 (useastasia) nation-level match rate at ICN is 0.6753 (precision-adjusted: 0.6572; Asiana's class-F departures absent from the matched population); TPE is 0.9562; every other NEW-06 anchor is >= 0.956. Not reportable as a headline result until FIX-02 unblocks (STATUS.md, FIX-02 BLOCKED-NEEDS-HUMAN).","departures_performed_month_sum / n_routes_* count MATCHED-CARRIER (FIX-02-mapped) departures/routes ONLY. Raw class-F passenger departures on this corridor 2019-2024 (t100_raw.parquet, all carriers): 436,176; matched: 407,670; unmatched: 28,506 (0.0654 share), largest unmatched carriers: OZ=22,793, LJ=3,648, JX=2,065. See coverage_matching_exclusions.csv / carrier_nation_unmatched.csv for the excluded population.","EXTENSIVE-MARGIN CAVEAT (extensive_margin_churn.csv): of 80,260 route-exit events across the full panel, 63,255 re-enter at some later month -- median (origin,dest,nation) triple is active only 5 of 432 months on file. n_routes_active / departures_performed_month_sum here are activity counts, NOT entry/exit events, and must not be read as an event-study outcome (per the round's own ruling on this margin).",,US-touching international segments
useastasia,full_2019_2024,CA,2022,3,False,True,False,0,15,0.0,0.0,0.0,,0.0,,0.0,0.0,,"no_departures: n=0, this operator nation flew no corridor route this month","FIX-02 EMBARGO: corridor-1 (useastasia) nation-level match rate at ICN is 0.6753 (precision-adjusted: 0.6572; Asiana's class-F departures absent from the matched population); TPE is 0.9562; every other NEW-06 anchor is >= 0.956. Not reportable as a headline result until FIX-02 unblocks (STATUS.md, FIX-02 BLOCKED-NEEDS-HUMAN).","departures_performed_month_sum / n_routes_* count MATCHED-CARRIER (FIX-02-mapped) departures/routes ONLY. Raw class-F passenger departures on this corridor 2019-2024 (t100_raw.parquet, all carriers): 436,176; matched: 407,670; unmatched: 28,506 (0.0654 share), largest unmatched carriers: OZ=22,793, LJ=3,648, JX=2,065. See coverage_matching_exclusions.csv / carrier_nation_unmatched.csv for the excluded population.","EXTENSIVE-MARGIN CAVEAT (extensive_margin_churn.csv): of 80,260 route-exit events across the full panel, 63,255 re-enter at some later month -- median (origin,dest,nation) triple is active only 5 of 432 months on file. n_routes_active / departures_performed_month_sum here are activity counts, NOT entry/exit events, and must not be read as an event-study outcome (per the round's own ruling on this margin).",,US-touching international segments
useastasia,full_2019_2024,CA,2022,4,False,True,False,0,15,0.0,0.0,0.0,,0.0,,0.0,0.0,,"no_departures: n=0, this operator nation flew no corridor route this month","FIX-02 EMBARGO: corridor-1 (useastasia) nation-level match rate at ICN is 0.6753 (precision-adjusted: 0.6572; Asiana's class-F departures absent from the matched population); TPE is 0.9562; every other NEW-06 anchor is >= 0.956. Not reportable as a headline result until FIX-02 unblocks (STATUS.md, FIX-02 BLOCKED-NEEDS-HUMAN).","departures_performed_month_sum / n_routes_* count MATCHED-CARRIER (FIX-02-mapped) departures/routes ONLY. Raw class-F passenger departures on this corridor 2019-2024 (t100_raw.parquet, all carriers): 436,176; matched: 407,670; unmatched: 28,506 (0.0654 share), largest unmatched carriers: OZ=22,793, LJ=3,648, JX=2,065. See coverage_matching_exclusions.csv / carrier_nation_unmatched.csv for the excluded population.","EXTENSIVE-MARGIN CAVEAT (extensive_margin_churn.csv): of 80,260 route-exit events across the full panel, 63,255 re-enter at some later month -- median (origin,dest,nation) triple is active only 5 of 432 months on file. n_routes_active / departures_performed_month_sum here are activity counts, NOT entry/exit events, and must not be read as an event-study outcome (per the round's own ruling on this margin).",,US-touching international segments
useastasia,full_2019_2024,CA,2022,5,False,True,False,1,15,1.0,1.0,0.0,,0.0,,0.0,0.0,,"foreign_structural_nonreporting: CARRIER_GROUP==0 carriers report AIR_TIME as a literal 0 in 0 of 1,133,545 segment-months 1990-2025 (coverage_by_carrier_group.csv); not observable for ANY non-US operator, not specific to this cell","FIX-02 EMBARGO: corridor-1 (useastasia) nation-level match rate at ICN is 0.6753 (precision-adjusted: 0.6572; Asiana's class-F departures absent from the matched population); TPE is 0.9562; every other NEW-06 anchor is >= 0.956. Not reportable as a headline result until FIX-02 unblocks (STATUS.md, FIX-02 BLOCKED-NEEDS-HUMAN).","departures_performed_month_sum / n_routes_* count MATCHED-CARRIER (FIX-02-mapped) departures/routes ONLY. Raw class-F passenger departures on this corridor 2019-2024 (t100_raw.parquet, all carriers): 436,176; matched: 407,670; unmatched: 28,506 (0.0654 share), largest unmatched carriers: OZ=22,793, LJ=3,648, JX=2,065. See coverage_matching_exclusions.csv / carrier_nation_unmatched.csv for the excluded population.","EXTENSIVE-MARGIN CAVEAT (extensive_margin_churn.csv): of 80,260 route-exit events across the full panel, 63,255 re-enter at some later month -- median (origin,dest,nation) triple is active only 5 of 432 months on file. n_routes_active / departures_performed_month_sum here are activity counts, NOT entry/exit events, and must not be read as an event-study outcome (per the round's own ruling on this margin).",,US-touching international segments
useastasia,full_2019_2024,CA,2022,6,False,True,False,0,15,0.0,0.0,0.0,,0.0,,0.0,0.0,,"no_departures: n=0, this operator nation flew no corridor route this month","FIX-02 EMBARGO: corridor-1 (useastasia) nation-level match rate at ICN is 0.6753 (precision-adjusted: 0.6572; Asiana's class-F departures absent from the matched population); TPE is 0.9562; every other NEW-06 anchor is >= 0.956. Not reportable as a headline result until FIX-02 unblocks (STATUS.md, FIX-02 BLOCKED-NEEDS-HUMAN).","departures_performed_month_sum / n_routes_* count MATCHED-CARRIER (FIX-02-mapped) departures/routes ONLY. Raw class-F passenger departures on this corridor 2019-2024 (t100_raw.parquet, all carriers): 436,176; matched: 407,670; unmatched: 28,506 (0.0654 share), largest unmatched carriers: OZ=22,793, LJ=3,648, JX=2,065. See coverage_matching_exclusions.csv / carrier_nation_unmatched.csv for the excluded population.","EXTENSIVE-MARGIN CAVEAT (extensive_margin_churn.csv): of 80,260 route-exit events across the full panel, 63,255 re-enter at some later month -- median (origin,dest,nation) triple is active only 5 of 432 months on file. n_routes_active / departures_performed_month_sum here are activity counts, NOT entry/exit events, and must not be read as an event-study outcome (per the round's own ruling on this margin).",,US-touching international segments
useastasia,full_2019_2024,CA,2022,7,False,True,False,0,15,0.0,0.0,0.0,,0.0,,0.0,0.0,,"no_departures: n=0, this operator nation flew no corridor route this month","FIX-02 EMBARGO: corridor-1 (useastasia) nation-level match rate at ICN is 0.6753 (precision-adjusted: 0.6572; Asiana's class-F departures absent from the matched population); TPE is 0.9562; every other NEW-06 anchor is >= 0.956. Not reportable as a headline result until FIX-02 unblocks (STATUS.md, FIX-02 BLOCKED-NEEDS-HUMAN).","departures_performed_month_sum / n_routes_* count MATCHED-CARRIER (FIX-02-mapped) departures/routes ONLY. Raw class-F passenger departures on this corridor 2019-2024 (t100_raw.parquet, all carriers): 436,176; matched: 407,670; unmatched: 28,506 (0.0654 share), largest unmatched carriers: OZ=22,793, LJ=3,648, JX=2,065. See coverage_matching_exclusions.csv / carrier_nation_unmatched.csv for the excluded population.","EXTENSIVE-MARGIN CAVEAT (extensive_margin_churn.csv): of 80,260 route-exit events across the full panel, 63,255 re-enter at some later month -- median (origin,dest,nation) triple is active only 5 of 432 months on file. n_routes_active / departures_performed_month_sum here are activity counts, NOT entry/exit events, and must not be read as an event-study outcome (per the round's own ruling on this margin).",,US-touching international segments
useastasia,full_2019_2024,CA,2022,8,False,True,False,0,15,0.0,0.0,0.0,,0.0,,0.0,0.0,,"no_departures: n=0, this operator nation flew no corridor route this month","FIX-02 EMBARGO: corridor-1 (useastasia) nation-level match rate at ICN is 0.6753 (precision-adjusted: 0.6572; Asiana's class-F departures absent from the matched population); TPE is 0.9562; every other NEW-06 anchor is >= 0.956. Not reportable as a headline result until FIX-02 unblocks (STATUS.md, FIX-02 BLOCKED-NEEDS-HUMAN).","departures_performed_month_sum / n_routes_* count MATCHED-CARRIER (FIX-02-mapped) departures/routes ONLY. Raw class-F passenger departures on this corridor 2019-2024 (t100_raw.parquet, all carriers): 436,176; matched: 407,670; unmatched: 28,506 (0.0654 share), largest unmatched carriers: OZ=22,793, LJ=3,648, JX=2,065. See coverage_matching_exclusions.csv / carrier_nation_unmatched.csv for the excluded population.","EXTENSIVE-MARGIN CAVEAT (extensive_margin_churn.csv): of 80,260 route-exit events across the full panel, 63,255 re-enter at some later month -- median (origin,dest,nation) triple is active only 5 of 432 months on file. n_routes_active / departures_performed_month_sum here are activity counts, NOT entry/exit events, and must not be read as an event-study outcome (per the round's own ruling on this margin).",,US-touching international segments
useastasia,full_2019_2024,CA,2022,9,False,True,False,1,15,1.0,1.0,0.0,,0.0,,0.0,0.0,,"foreign_structural_nonreporting: CARRIER_GROUP==0 carriers report AIR_TIME as a literal 0 in 0 of 1,133,545 segment-months 1990-2025 (coverage_by_carrier_group.csv); not observable for ANY non-US operator, not specific to this cell","FIX-02 EMBARGO: corridor-1 (useastasia) nation-level match rate at ICN is 0.6753 (precision-adjusted: 0.6572; Asiana's class-F departures absent from the matched population); TPE is 0.9562; every other NEW-06 anchor is >= 0.956. Not reportable as a headline result until FIX-02 unblocks (STATUS.md, FIX-02 BLOCKED-NEEDS-HUMAN).","departures_performed_month_sum / n_routes_* count MATCHED-CARRIER (FIX-02-mapped) departures/routes ONLY. Raw class-F passenger departures on this corridor 2019-2024 (t100_raw.parquet, all carriers): 436,176; matched: 407,670; unmatched: 28,506 (0.0654 share), largest unmatched carriers: OZ=22,793, LJ=3,648, JX=2,065. See coverage_matching_exclusions.csv / carrier_nation_unmatched.csv for the excluded population.","EXTENSIVE-MARGIN CAVEAT (extensive_margin_churn.csv): of 80,260 route-exit events across the full panel, 63,255 re-enter at some later month -- median (origin,dest,nation) triple is active only 5 of 432 months on file. n_routes_active / departures_performed_month_sum here are activity counts, NOT entry/exit events, and must not be read as an event-study outcome (per the round's own ruling on this margin).",,US-touching international segments
useastasia,full_2019_2024,CA,2022,10,False,True,False,0,15,0.0,0.0,0.0,,0.0,,0.0,0.0,,"no_departures: n=0, this operator nation flew no corridor route this month","FIX-02 EMBARGO: corridor-1 (useastasia) nation-level match rate at ICN is 0.6753 (precision-adjusted: 0.6572; Asiana's class-F departures absent from the matched population); TPE is 0.9562; every other NEW-06 anchor is >= 0.956. Not reportable as a headline result until FIX-02 unblocks (STATUS.md, FIX-02 BLOCKED-NEEDS-HUMAN).","departures_performed_month_sum / n_routes_* count MATCHED-CARRIER (FIX-02-mapped) departures/routes ONLY. Raw class-F passenger departures on this corridor 2019-2024 (t100_raw.parquet, all carriers): 436,176; matched: 407,670; unmatched: 28,506 (0.0654 share), largest unmatched carriers: OZ=22,793, LJ=3,648, JX=2,065. See coverage_matching_exclusions.csv / carrier_nation_unmatched.csv for the excluded population.","EXTENSIVE-MARGIN CAVEAT (extensive_margin_churn.csv): of 80,260 route-exit events across the full panel, 63,255 re-enter at some later month -- median (origin,dest,nation) triple is active only 5 of 432 months on file. n_routes_active / departures_performed_month_sum here are activity counts, NOT entry/exit events, and must not be read as an event-study outcome (per the round's own ruling on this margin).",,US-touching international segments
useastasia,full_2019_2024,CA,2022,11,False,True,False,0,15,0.0,0.0,0.0,,0.0,,0.0,0.0,,"no_departures: n=0, this operator nation flew no corridor route this month","FIX-02 EMBARGO: corridor-1 (useastasia) nation-level match rate at ICN is 0.6753 (precision-adjusted: 0.6572; Asiana's class-F departures absent from the matched population); TPE is 0.9562; every other NEW-06 anchor is >= 0.956. Not reportable as a headline result until FIX-02 unblocks (STATUS.md, FIX-02 BLOCKED-NEEDS-HUMAN).","departures_performed_month_sum / n_routes_* count MATCHED-CARRIER (FIX-02-mapped) departures/routes ONLY. Raw class-F passenger departures on this corridor 2019-2024 (t100_raw.parquet, all carriers): 436,176; matched: 407,670; unmatched: 28,506 (0.0654 share), largest unmatched carriers: OZ=22,793, LJ=3,648, JX=2,065. See coverage_matching_exclusions.csv / carrier_nation_unmatched.csv for the excluded population.","EXTENSIVE-MARGIN CAVEAT (extensive_margin_churn.csv): of 80,260 route-exit events across the full panel, 63,255 re-enter at some later month -- median (origin,dest,nation) triple is active only 5 of 432 months on file. n_routes_active / departures_performed_month_sum here are activity counts, NOT entry/exit events, and must not be read as an event-study outcome (per the round's own ruling on this margin).",,US-touching international segments
